Time (s),Ego Speed (km/h),Ego Speed (m/s),Lead Speed (km/h),Smoothed Lead Speed (m/s),Smoothed Lead Speed (km/h),Ego Acceleration (m/s²),Lead Acceleration (m/s²),Lead Acceleration (Theoretical),Ego Distance Covered (m),Lead Vehicle Distance Covered (m),Distance Between (m),Lead Braking Distance (m),Braking Phase,RSS Safety Distance (m)
0.0,0.0,0.0,7.06,1.96,7.06,,,1.5,0.0,0.0,26.01,27.17,,0.0
0.05,0.0,0.0,8.82,2.21,7.94,0.005,4.9,1.5,0.0,0.11,26.01,,,0.0
0.1,0.0,0.0,10.58,2.45,8.82,0.002,4.9,1.5,0.0,0.25,26.0,,,0.0
0.15000000000000002,0.02,0.01,10.75,2.58,9.3,0.127,2.677,1.5,0.0,0.41,26.0,,,0.0
0.2,0.02,0.0,0.47,2.09,7.54,-0.046,-9.81,1.5,0.0,0.41,26.0,,,0.0
0.25,0.01,0.0,0.6,1.77,6.38,-0.01,-6.42,1.5,0.0,0.41,26.0,,,0.0
0.30000000000000004,0.02,0.01,0.56,1.54,5.55,0.055,-4.617,1.5,0.0,0.42,26.0,,,0.0
0.35000000000000003,0.01,0.0,0.53,1.37,4.92,-0.097,-3.487,1.5,0.0,0.42,26.0,,,0.0
0.4,0.03,0.01,0.5,1.23,4.43,0.156,-2.732,1.5,0.0,0.43,26.0,,,0.0
0.45,0.01,0.0,0.47,1.12,4.03,-0.138,-2.202,1.5,0.0,0.43,26.0,,,0.0
0.5,0.05,0.01,0.44,0.94,3.37,0.222,-3.677,1.5,0.0,0.43,26.0,,,0.0
0.55,0.03,0.01,0.41,0.7,2.53,-0.127,-4.672,1.5,0.0,0.44,26.0,,,0.0
0.6000000000000001,0.07,0.02,0.39,0.42,1.51,0.244,-5.666,1.5,0.0,0.44,26.0,,,0.0
0.65,0.05,0.01,0.36,0.13,0.47,-0.112,-5.769,1.5,0.0,0.44,26.0,,,0.0
0.7000000000000001,0.1,0.03,0.34,0.13,0.46,0.259,-0.073,1.5,0.0,0.45,26.0,,,0.0
0.75,0.08,0.02,0.7,0.13,0.47,-0.099,0.051,1.5,0.01,0.46,26.01,,,0.0
0.8,0.13,0.04,1.14,0.15,0.53,0.273,0.32,1.5,0.01,0.47,26.02,,,0.0
0.8500000000000001,0.11,0.03,0.79,0.15,0.55,-0.086,0.144,1.5,0.01,0.48,26.03,,,0.0
0.9,0.17,0.05,1.36,0.18,0.64,0.289,0.481,1.5,0.01,0.5,26.05,,,0.0
0.9500000000000001,0.15,0.04,1.0,0.19,0.69,-0.074,0.299,1.5,0.01,0.52,26.06,,,0.0
1.0,0.21,0.06,1.6,0.22,0.81,0.298,0.648,1.5,0.02,0.54,26.08,,,0.0
